000001010016C02AB  111*
011828010014M01AE  044*
011829010013D02AC  044 
011830010010A03AC  934*
011830020019A03AC  952*
011832010018G04B   044 
011836010014C01EB  934*
011836020013C01EB  934*
011837010013V90    052 
011838010012V90    052 
011841010017D02AF  044 
011841010017M02AC  044 
011842010016B05BB  044 
011844010014R01A   044 
011845010013A02BX  053 
011845010013A09AB  044 
011846010012A01AB  044 
011848010010A01AB  044 
011850010015R05FA  044 
011851010014N05AA  934*
011851020013N05AA  053*
011853010012C05CA  044 
011854010011C05CA  044 
011855010010R05FA  044 
011856010019D09AB  044 
011859010016S01JA  044 
011861010012H02BX  101 
011863010010D08A   044 
011864010019N06AX  934*
011864020018N06AX  934*
011865010018R01AX  044 
011868010015D07AC  961*
011868020014D07AC  961*
011869010014B05AX  101 
011869020013B05AX  101 
011869030012B05AX  101 
011870010011A03AX  044 
011871010010R05X   044 
011875010016R01AB  044 
011876010015N02BE  044 
011877010014A05AA  044 
011882010017A16    044 
011884010015V90    052 
011885010014R05DA  044 
011887010012D03    132 
011887010012V03AX  934 
011889010010V09    044 
011891010016R05CA  044 
011892010015G03FA  044 
011893010014M05BB  091*
011894010013M02AB  044 
011895010012J01DD  934*
011895020011J01DD  934*
011895030010J01DD  001*
011896010011D06C   044 
011897010010R03BC  044 
011898010019D08AG  072 
011898010019H03CA  044 
011898010019R02AA  063 
011901010014R01AD  044 
011902010013L03    934 
011904010011R05FA  044 
011905010010V90    052 
011907010018J01DB  044 
011908010017R06AB  044 
011909010016A01AB  044 
011912010011A11JB  044 
011913010010D11AF  044 
011916010017L      934 
011917010016A02BX  934*
011918010015D02BA  074 
011919010014N05CB  044 
011920010011V90    052 
011922010019G04B   044 
011924010017C01EX  044 
011925010016C05AA  131 
011925010016D07XC  044 
011926010015R02AB  044 
011927010014R05DA  934 
011929010012V90    052 
011931010018D01AE  044 
011937010012J05AX  044 
011938010011N02BE  044 
011942010015S01EB  044 
011945010012B05BB  044 
011946010011N02AA  044 
011946010011N02BE  044 
011947010010A10XA  934 
011963010019R01AC  934*
011963010019S01GX  934*
011963020018R01AC  934*
011963020018S01GX  934*
011964010018N06BX  934*
011964020017N06BX  934*
011966010016D08A   044 
011967010015R06AA  044 
011969010013J01CA  044 
011969010013J02AB  044 
011970010010D04AX  044 
011971010019S01GA  044 
011972010018M01AA  044 
011973010017A01AB  044 
011975010015N02BE  044 
011976010014C08CA  934*
011976020013C08CA  934*
011977010013A03D   044 
011979010011A09AA  044 
011980010018N02BE  044 
011981010017R01AD  044 
011985010013D09AA  044 
011988010010A02AD  044 
011990010016V90    052 
011991010015V09    934 
011992010014N02BE  044 
011994010012A09AA  121 
011994010012B06AA  044 
011995010011C04AD  044 
011996010010V90    052 
011996030018V90    052 
011996040017V90    061 
011997010019J01EE  044 
011998010018R06AX  934 
011998020017R06AX  934 
011999010017V90    052 
012000010012S01EB  044 
012001010011V03AF  934*
012001020010V03AF  934*
012002010010V90    052 
012003010019D10AA  101 
012004010018J01AA  044 
012007010015S02D   044 
012008010014N07XX  111*
012009010013A03AX  044 
012010010010A05AA  934 
012011010019C05CA  044 
012012010018J01MA  934*
012012020017J01MA  941*
012013010017R02AD  044 
012014010016A11JC  044 
012015010015R05FA  044 
012016010014A15    044 
012017010013N02BG  084 
012017010013N03AX  934*
012018010012N02BE  044 
012019010011C05B   044 
012020010018A04AA  934*
012020020017A04AA  934*
012021010017L01XX  934 
012024010014D01AE  934*
012024020013D01AE  934*
012026010012R01BA  074 
012027010011C07BB  044 
012029010019A01AC  101 
012030010016R05CA  044 
012031010015A01AC  122 
012031010015C05AA  073 
012032010014J01AA  044 
012034010012G03BA  044 
012035010011A02AH  063 
012036010010R01B   044 
012039010017A06AC  044 
012041010013N02AA  044 
012041010013N02BE  044 
012042010012A12AX  044 
012047010017V90    052 
012050010011R03DB  044 
012052010019V90    052 
012053010018C05CA  044 
012054010017R05X   044 
012056010015C05CA  044 
012057010014D07CA  044 
012059010012D02AF  044 
012060010019A16A   044 
012064010015V90    052 
012068010011B02BD  941 
012069010010G01AB  941 
012069020019G01AB  941 
012070010017V90    052 
012074010013S01X   044 
012075010012A11JA  044 
012076010011A06AD  044 
012077010010B05AA  044 
012078010019P03AC  044 
012080010015R05FA  044 
012082010013R05C   941 
012083010012N05CX  044 
012086010019N02BA  044 
012087010018B01AC  941*
012087020017B01AC  941*
012089010016A03AX  941*
012090010013N05AX  941*
012090020012N05AX  941*
012091010012L01AD  941*
012092010011R01AA  044 
012093010010M02AC  044 
012094010019S01XA  044 
012096010017C01DA  044 
012097010016A01AA  044 
012100010011A03AB  941*
012100020010A03AB  941*
012101010010L01XX  941*
012101020019L01XX  941*
012102010019D02AC  044 
012102010019S01XA  102 
012104010017D08AK  044 
012105010016A03ED  044 
012106010015S01X   044 
012107010014D02AF  044 
012108010013R05CA  044 
012109010012D11    102 
012109010012L03AX  091 
012109010012M09A   941 
012109010012N06BX  941 
012109010012N06DX  081 
012109020011N06DX  053 
012110010019N05BX  044 
012111010018R03DA  044 
012113010016A11BA  044 
012114010015V08CA  941*
012115010014N06BA  044 
012116010013B05BA  044 
012118010011V90    052 
012119010010D02AB  044 
012120010017J01DE  941*
012120020016J01DE  941*
012121010016R05CA  044 
012124010013R02AA  044 
012125010012N02BE  044 
012126010011C07FB  044 
012127010010V08A   941 
012128010019V09GA  044 
012129010018V09GA  044 
012130010015C05CX  941 
012131010014N02AA  044 
012132010013D07CD  044 
012133010012D01AC  044 
012134010011D08AC  044 
012135010010D05AA  044 
012137010018A07DA  044 
012138010017M01AX  941 
012139010016B05BB  044 
012140010013N02BB  044 
012142010011N07AX  941*
012143010010A05    044 
012144010019D03AA  044 
012145010018B03AA  084 
012145010018B03AB  941 
012145010018B03AC  084 
012146010017D01AE  122 
012146010017J02AX  941 
012146020016D01AE  122 
012148010015N03AX  941*
012149010014V90    052 
012150010010R07AA  941 
012151010019S03CA  044 
012152010018G03CB  941*
012153010017C01BD  091*
012153020016C01BD  091*
012155010015B05XA  044 
012156010014A08AB  941*
012157010013L01BC  941*
012157020012L01BC  962*
012157030011L01BC  122 
012158010012R05CA  044 
012159010011N01AB  942*
012160010018R05DA  044 
012163010015A11JB  044 
012165010013V90    052 
012166010012A11JB  044 
012167010011J05AG  942*
012167020010J05AG  121 
012168010010B01AB  044 
012169010019J05AF  942*
012170010016D02AX  044 
012170010016G02    044 
012171010015V90    052 
012172010014A12AX  044 
012173010013A12AX  044 
012176010010D03AX  942 
012177010019A06AC  044 
012178010018D07CC  044 
012180010014A02BX  044 
012182010012C05BA  043 
012182010012M02A   081 
012183010011G03FA  044 
012183010011G03FB  044 
012184010010V90    052 
012185010019N02BA  044 
012186010018N02CA  044 
012189010015V90    052 
012189040012V90    102 
012191010011M02AX  044 
012194010018J06AA  044 
012196010016N02AA  044 
012196010016N02BE  044 
012198010014A03EA  044 
012199010013D11AH  101*
012199010013L04AD  942*
012199020012D11AH  101*
012199020012L04AD  101*
012200010010R01BA  044 
012201010019M03BA  044 
012203010017M05BA  942*
012203020016M05BA  942*
012204010016J01EA  942*
012205010015A02AF  044 
012207010013B01AC  942*
012207030011B01AC  094*
012207040010B01AC  101*
012207050019B01AC  101*
012207060018B01AC  103*
012207070017B01AC  111*
012207080016B01AC  114*
012207090015B01AC  143*
012208010012A11JC  044 
012209010011A11JC  044 
012210010018A05AA  044 
012211010017H02BX  063 
012211010017R06AB  044 
012213010015A09AB  044 
012214010014J05AF  934*
012216010012C07BB  044 
012217010011R05CB  044 
012218010010M01BA  044 
012219010019C05AD  044 
012222010014D04AB  044 
012223010013V03AX  044 
012226010010R05X   111 
012228010018N02BA  044 
012229010017R05FA  044 
012231010013R05X   044 
012232010012A10AB  943*
012232010012A10AC  111*
012232010012A10AD  142 
012232010012A10AE  111*
012232020011A10AC  101 
012232020011A10AE  061 
012232030010A10AC  101 
012232030010A10AE  061 
012232050018A10AC  101 
012232060017A10AE  101 
012232070016A10AC  101 
012232070016A10AE  101 
012232080015A10AC  101 
012233010011N01BB  044 
012234010010A10AB  943*
012234010010A10AC  081*
012234010010A10AD  081*
012234010010A10AE  081*
012234020019A10AC  061 
012234020019A10AE  061 
012234030018A10AC  061 
012234030018A10AE  061 
012234040017A10AC  101 
012234040017A10AE  101 
012234050016A10AC  101 
012234050016A10AE  101 
012234060015A10AC  101 
012234060015A10AE  101 
012234070014A10AC  101 
012235010019D08AX  041 
012239010015D06AX  044 
012240010012R05DA  044 
012243010019V03AB  943*
012244010018B03AD  044 
012245010017C10AA  943*
012245020016C10AA  943*
012246010016L03AC  943*
012247010015V07AB  943 
012248010014R05DA  044 
012250010019A03BB  952 
012250020018A03BB  943 
012251010018S02CA  044 
012252010017R06AB  943*
012252020016R06AB  943*
012255010014D08AC  044 
012256010013M09    044 
012258010011D01AA  044 
012259010010A06AB  943 
012260010017A06AB  943 
012261010016D05AA  044 
012262010015J05AB  961*
012262010015S01AD  943*
012263010014A02AD  044 
012266010011S01X   044 
012268010019M01AA  044 
012269010018N02BE  044 
012271010014V90    052 
012272010013R07AA  044 
012274010011V06DE  044 
012275010010N02BE  153 
012276010019P03AC  044 
012277010018R05FA  044 
012279010016G03CC  044 
012280010013A11JC  044 
012281010012A11JB  044 
012282010011V03AX  943 
012282020010V03AX  061 
012284010019D04AB  044 
012288010015J01CG  944*
012288020014J01CG  953*
012289010014A07BC  944*
012289010014R02AX  132 
012292010019D04AB  044 
012293010018N02CA  044 
012294010017M01AE  944*
012294010017M02AA  944 
012294020016M01AE  104 
012294020016M02AA  104 
012296010015B02BD  944 
012297010014L03AB  044 
012298010013V90    052 
012299010012N01AH  944*
012299020011N01AH  944*
012300010019D02B   044 
012301010018N05CM  044*
012302010017D02AC  044 
012305010014H03CA  044 
012306010013R01AB  044 
012307010012A09AA  044 
012310010017V08AB  944*
012312010015L03AX  944*
012313010014N06BX  944*
012313020013N06BX  952*
012313030012N06BX  952*
012314010013R01AX  044 
012317010010R05CA  944*
012322010013S01CA  044 
012323010012S01CA  044 
012325010010R01AB  044 
012326010019A06AB  044 
012327010018C05CA  044 
012328010017V07AY  944 
012329010016A11JA  044 
012330010013R05DA  044 
012331010012A12AA  044 
012332010011A13    044 
012334010019J01CR  121 
012335010018D08AX  944 
012335020017D08AX  944 
012336010017D02BA  081*
012337010016R05CB  944 
012338010015N06AX  944*
012338020014N06AX  944*
012339010014R05FA  062 
012340010011D08AX  044 
012341010010A12BA  044 
012342010019R05FA  044 
012345010016R05DA  044 
012346010015V90    052 
012346010015V91    141 
012346070019V90    111 
012353010015A02AG  044 
012357010011A03DA  044 
012358010010A02AG  044 
012359010019D02BA  044 
012360010016C05CA  044 
012361010015A13    044 
012362010014A03AB  952 
012362020013A03AB  944 
012363010013R05CA  044 
012367010019R03AK  141*
012368010018S01AX  044 
012369010017C01CA  944*
012369020016C01CA  944*
012371010013V09IX  944*
012371020012V09IX  042 
012372010012A01AB  944 
012372010012R02AA  051 
012372020011R02AA  944 
012373010011B05BB  044 
012374010010B03AE  044 
012379010015A13A   044 
012380010012A03    044 
012381010011D08AX  044 
012382010010A12AX  044 
012383010019N06BX  044 
012384010018D01AC  944*
012384010018G01AF  083*
012384020017D01AC  944*
012384020017G01AF  083*
012385010017V09    044 
012390010010D02AB  044 
012392010018M02AX  044 
012392010018R05X   142 
012393010017A06AB  044 
012395010015D10AX  944 
012396010014A07CA  044 
012397010013R02AB  044 
012398010012A03D   044 
012399010011N02BA  044 
012401010017A06AB  044 
012401010017A06AG  044 
012402010016R01A   044 
012405010013S01FA  044 
012406010012G03AA  141 
012406010012G03AC  141 
012407010011R05FA  044 
012408010010D04A   044 
012409010019A02AX  044 
012410010016R01BA  044 
012411010015C05AA  044 
012412010014R01AB  044 
012413010013R02AA  044 
012416010010G04BD  951*
012416020019G04BD  951*
012417010019R05X   044 
012418010018D08AJ  951 
012419010017R05DA  044 
012420010014R05DA  044 
012421010013A02AG  044 
012423010011P01BE  951*
012424010010R05DA  044 
012426010018N06AX  951 
012427010017V08AB  044 
012428010016H02AB  951*
012428020015H02AB  114 
012429010015N04BC  951*
012429020014N04BC  971*
012431010011D02AF  044 
012432010010N05CH  951*
012434010018V03AC  951*
012435010017G03F   042 
012435010017G03FA  053 
012435010017G03FB  053 
012436010016D08AG  044 
012437010015A03ED  044 
012439010013P02    951 
012440010010S01XA  044 
012441010019V90    052 
012442010018R05DA  044 
012443010017A11JB  044 
012444010016D02AX  951 
012445010015R01BA  151 
012445010015R06AB  044 
012446010014D03BA  044 
012447010013D09AA  044 
012448010012R05    044 
012449010011J01CA  044 
012450010017J01FA  951*
012451010016J01CR  044 
012452010015A07FA  044 
012455010012A11J   044 
012456010011S02AA  044 
012457010010M03AC  951*
012457020019M03AC  951*
012458010019R05X   044 
012460010015A11DA  951*
012462010013D09A   044 
012463010012C05CA  951*
012464010011D10AB  044 
012465010010L02AE  131*
012465020019L02AE  131*
012466010019R02AA  044 
012467010018V04CX  044 
012468010017C02    951 
012470010013D07C   044 
012470010013S01CA  103 
012471010012G01A   044 
012472010011D09A   044 
012473010010S02DA  044 
012474010019R02AB  044 
012475010018R01AD  101 
012476010017N02AG  101 
012477010016A03DA  044 
012478010015A11JA  044 
012480010011R05DB  044 
012482010019G03FA  053 
012482010019G03FB  044 
012483010018A05AX  044 
012484010017B03AE  044 
012485010016M01AE  044 
012485010016M02AA  044 
012486010015R05FA  044 
012489010012D02AF  044 
012489010012V90    143 
012492010017D07AC  951*
012492010017S01BA  104 
012493010016B01AD  951*
012494010015A10BB  951*
012495010014C01CA  951*
012495020013C01CA  952*
012496010013A13A   103 
012496010013N06BX  951 
012496010013V06DD  123 
012496020012A13A   103 
012496020012N06BX  951 
012497010012A02AA  044 
012498010011A01AB  044 
012498010011D06BX  044 
012499010010A11JB  044 
012500010017N01BB  071 
012501010016N02B   043 
012502010015R05CB  951*
012502020014R05CB  954*
012503010014A11JB  044 
012504010013N03AD  044 
012505010012J01DH  951*
012505020011J01DH  031*
012506010011J01D   951 
012507010010D11AF  044 
012508010019N02BA  044 
012509010018R05FA  044 
012510010015R05DA  044 
012511010014R05X   044 
012512010013A11DB  044 
012513010012J01X   044 
012514010011D07CB  044 
012515010010N02AA  044 
012515010010N02BE  044 
012516010019A06AB  044 
012519010016N01A   044 
012520010013A02AD  044 
